date and time,portfolio value,ticker,number of shares (no fractional shares),current market value of all shares held,current day profit/loss in dollars
datetime,portfolio_value,ticker,quantity,market_value,current_day_loss_profit
09/03/2020 11:51,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 11:52,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 11:53,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 11:54,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 11:55,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 11:56,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 11:57,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 11:58,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 11:59,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:00,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:01,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:02,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:03,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:04,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:05,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:06,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:07,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:09,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:10,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:11,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:12,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:13,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:14,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:15,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:16,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:17,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:18,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:19,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:20,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:21,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:22,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:23,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:24,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:25,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:26,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:27,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:28,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:29,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:30,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:31,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:33,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:34,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:35,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:36,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:37,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:38,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:39,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:40,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:41,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:42,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:43,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:44,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:45,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:46,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:47,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:48,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:49,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:50,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:51,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:52,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:53,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:54,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:55,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:56,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:58,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 12:59,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 13:00,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 13:01,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 13:02,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 13:03,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 13:04,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 13:05,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 13:06,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 13:07,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 13:08,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 13:09,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 13:10,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 13:11,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 13:12,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 13:13,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 13:14,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 13:15,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 13:16,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 13:17,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 13:18,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 13:19,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 13:20,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 13:21,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 13:23,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 13:24,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 13:25,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 13:26,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 13:27,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 13:28,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 13:29,16800.32,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 91.45, 74.76]","[0.0, 0.0, 0.0]"
09/03/2020 13:30,16802.41,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[93.38, 92.4, 75.34]","[0.56, 0.95, 0.58]"
09/03/2020 13:31,16802.55,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[93.24, 92.48, 75.54]","[0.42, 1.025, 0.78]"
09/03/2020 13:32,16803.08,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[93.24, 92.85, 75.7]","[0.42, 1.4, 0.94]"
09/03/2020 13:33,16803.28,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[93.31, 93.0, 75.68]","[0.49, 1.55, 0.92]"
09/03/2020 13:34,16802.96,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[93.31, 92.5, 75.86]","[0.49, 1.05, 1.1]"
09/03/2020 13:35,16803.54,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[93.31, 92.7, 76.24]","[0.49, 1.25, 1.48]"
09/03/2020 13:36,16804.26,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[93.31, 93.28, 76.38]","[0.49, 1.825, 1.62]"
09/03/2020 13:37,16804.2,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[93.31, 93.3, 76.3]","[0.49, 1.85, 1.54]"
09/03/2020 13:38,16804.06,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[93.26, 93.25, 76.26]","[0.4445, 1.8, 1.5]"
09/03/2020 13:39,16804.38,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[93.38, 93.33, 76.38]","[0.56, 1.875, 1.62]"
09/03/2020 13:40,16804.14,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[93.17, 93.5, 76.18]","[0.35, 2.05, 1.42]"
09/03/2020 13:41,16804.41,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[93.11, 93.65, 76.36]","[0.2863, 2.2, 1.6]"
09/03/2020 13:42,16804.49,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[93.1, 93.6, 76.5]","[0.28, 2.15, 1.74]"
09/03/2020 13:43,16804.36,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[93.17, 93.24, 76.66]","[0.35, 1.7875, 1.9]"
09/03/2020 13:45,16804.61,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[93.17, 93.25, 76.9]","[0.35, 1.8, 2.14]"
09/03/2020 13:46,16804.84,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[93.03, 93.7, 76.82]","[0.21, 2.25, 2.06]"
09/03/2020 13:47,16805.51,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[93.14, 93.9, 77.18]","[0.315, 2.45, 2.42]"
09/03/2020 13:48,16805.73,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[93.14, 93.88, 77.42]","[0.315, 2.425, 2.66]"
09/03/2020 13:49,16805.99,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[93.24, 93.88, 77.58]","[0.42, 2.425, 2.82]"
09/03/2020 13:50,16806.29,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[93.31, 93.95, 77.74]","[0.49, 2.5, 2.98]"
09/03/2020 13:51,16806.04,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[93.19, 93.8, 77.76]","[0.3675, 2.35, 3.0]"
09/03/2020 13:52,16805.14,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[93.07, 93.2, 77.58]","[0.245, 1.75, 2.82]"
09/03/2020 13:53,16804.66,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.96, 92.85, 77.56]","[0.14, 1.4, 2.8]"
09/03/2020 13:54,16804.66,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.75, 92.9, 77.72]","[-0.07, 1.45, 2.96]"
09/03/2020 13:55,16804.69,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.75, 92.95, 77.7]","[-0.07, 1.5, 2.94]"
09/03/2020 13:56,16805.05,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.75, 93.1, 77.91]","[-0.07, 1.65, 3.15]"
09/03/2020 13:57,16805.33,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.89, 93.15, 78.0]","[0.07, 1.7, 3.24]"
09/03/2020 13:58,16805.33,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.89, 93.15, 78.0]","[0.07, 1.7, 3.24]"
09/03/2020 13:59,16805.61,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 93.3, 78.2]","[0.0, 1.85, 3.44]"
09/03/2020 14:00,16805.16,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 93.2, 77.85]","[0.0, 1.75, 3.09]"
09/03/2020 14:01,16805.24,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.82, 93.33, 77.8]","[0.0, 1.875, 3.04]"
09/03/2020 14:02,16804.37,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.67, 92.95, 77.46]","[-0.1547, 1.5, 2.7]"
09/03/2020 14:03,16804.5,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.67, 93.1, 77.44]","[-0.1547, 1.65, 2.68]"
09/03/2020 14:04,16804.48,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.67, 93.1, 77.42]","[-0.1547, 1.65, 2.66]"
09/03/2020 14:05,16804.17,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.67, 93.05, 77.16]","[-0.1547, 1.6, 2.4]"
09/03/2020 14:06,16803.4,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.67, 92.6, 76.84]","[-0.1547, 1.15, 2.08]"
09/03/2020 14:07,16803.19,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.67, 92.6, 76.63]","[-0.1547, 1.15, 1.87]"
09/03/2020 14:08,16803.33,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.67, 92.65, 76.72]","[-0.1547, 1.2, 1.96]"
09/03/2020 14:10,16803.41,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.67, 92.73, 76.72]","[-0.1547, 1.275, 1.96]"
09/03/2020 14:11,16803.82,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.67, 93.0, 76.86]","[-0.1547, 1.55, 2.1046]"
09/03/2020 14:12,16804.39,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.67, 93.35, 77.08]","[-0.1547, 1.9, 2.32]"
09/03/2020 14:13,16804.68,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.96, 93.35, 77.08]","[0.14, 1.9, 2.32]"
09/03/2020 14:14,16804.68,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.96, 93.35, 77.08]","[0.14, 1.9, 2.32]"
09/03/2020 14:15,16804.67,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.93, 93.35, 77.1]","[0.112, 1.9, 2.34]"
09/03/2020 14:16,16804.57,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[93.03, 93.35, 76.9]","[0.21, 1.9, 2.14]"
09/03/2020 14:17,16804.59,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[93.03, 93.35, 76.92]","[0.21, 1.9, 2.16]"
09/03/2020 14:18,16804.69,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[93.03, 93.45, 76.92]","[0.21, 2.0, 2.16]"
09/03/2020 14:19,16804.74,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[93.03, 93.45, 76.97]","[0.21, 2.0, 2.21]"
09/03/2020 14:20,16805.19,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[93.1, 93.6, 77.2]","[0.28, 2.15, 2.44]"
09/03/2020 14:21,16805.26,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[93.06, 93.71, 77.2]","[0.2394, 2.259, 2.44]"
09/03/2020 14:22,16805.03,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[93.06, 93.7, 76.98]","[0.2394, 2.25, 2.22]"
09/03/2020 14:23,16804.98,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[93.03, 93.7, 76.96]","[0.21, 2.25, 2.2]"
09/03/2020 14:24,16804.29,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.89, 93.35, 76.76]","[0.07, 1.9, 2.0]"
09/03/2020 14:25,16804.31,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.84, 93.38, 76.8]","[0.0161, 1.925, 2.04]"
09/03/2020 14:26,16804.54,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.68, 93.65, 76.92]","[-0.14, 2.2, 2.16]"
09/03/2020 14:27,16804.47,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.54, 93.63, 77.01]","[-0.28, 2.175, 2.25]"
09/03/2020 14:28,16804.1,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.53, 93.3, 76.98]","[-0.2905, 1.85, 2.22]"
09/03/2020 14:29,16804.06,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.47, 93.2, 77.1]","[-0.35, 1.75, 2.34]"
09/03/2020 14:30,16803.88,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.47, 93.0, 77.12]","[-0.35, 1.55, 2.36]"
09/03/2020 14:31,16803.96,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.47, 93.0, 77.2]","[-0.35, 1.55, 2.44]"
09/03/2020 14:32,16804.06,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.54, 92.95, 77.28]","[-0.28, 1.5, 2.52]"
09/03/2020 14:34,16803.75,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.54, 92.7, 77.22]","[-0.28, 1.25, 2.46]"
09/03/2020 14:35,16803.94,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.61, 92.9, 77.14]","[-0.21, 1.45, 2.38]"
09/03/2020 14:36,16803.24,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.54, 92.35, 77.06]","[-0.28, 0.9, 2.3]"
09/03/2020 14:37,16803.41,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.54, 92.58, 77.0]","[-0.28, 1.125, 2.24]"
09/03/2020 14:38,16803.25,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.54, 92.4, 77.02]","[-0.28, 0.95, 2.26]"
09/03/2020 14:39,16802.91,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.53, 92.15, 76.94]","[-0.2947, 0.7, 2.18]"
09/03/2020 14:40,16803.53,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.54, 92.6, 77.1]","[-0.28, 1.15, 2.34]"
09/03/2020 14:41,16803.5,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.54, 92.65, 77.02]","[-0.28, 1.2, 2.26]"
09/03/2020 14:42,16803.35,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.61, 92.45, 77.0]","[-0.21, 1.0, 2.236]"
09/03/2020 14:43,16803.43,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.61, 92.45, 77.08]","[-0.21, 1.0, 2.32]"
09/03/2020 14:44,16803.75,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.68, 92.65, 77.13]","[-0.1407, 1.2, 2.37]"
09/03/2020 14:45,16803.43,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.54, 92.6, 77.0]","[-0.28, 1.15, 2.24]"
09/03/2020 14:46,16803.45,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.51, 92.65, 77.0]","[-0.315, 1.2, 2.24]"
09/03/2020 14:47,16803.38,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.54, 92.55, 77.0]","[-0.28, 1.1, 2.24]"
09/03/2020 14:48,16803.28,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.47, 92.6, 76.92]","[-0.35, 1.15, 2.16]"
09/03/2020 14:49,16802.98,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.47, 92.4, 76.82]","[-0.35, 0.95, 2.06]"
09/03/2020 14:50,16802.78,"['GBDC', 'WRI', 'BPOP']","[7, 5, 2]","[92.47, 92.2, 76.82]","[-0.35, 0.75, 2.06]"
